Invoice__BillDetails__Name,Invoice__BillDetails__Quantity,Invoice__BillDetails__Rate,Bussiness__Name,Bussiness__StreetAddress,Bussiness__City,Bussiness__Country,Bussiness__Zipcode,Invoice__Number,Invoice__IssueDate,Bussiness__Description,Customer__Name,Customer__Email,Customer__PhoneNumber,Customer__Address__line1,Customer__Address__line2,Invoice__Description,Invoice__Due_Date,Invoice__Tax
Small Soft Chips ,80,35,NearBy Electronics ,3741 Glory Road,Jamestown,"Tennessee, USA ",38556,NI65NDII966155981059553344708700 Issue date 12-05-2023 ,12-05-2023,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,Darlene Bosco ,Darlene.Bosco@gmail.com ,964-775-2409 ,18063 Ondricka Extensions ,Tadjourah ,amet dolor dolor ex ullamco pariatur sint tempor ut anim proident dolor reprehenderit  ,16-06-2023,10
Refined Frozen Shirt ,4,29,NearBy Electronics ,3741 Glory Road,Jamestown,"Tennessee, USA ",38556,BF9364716875679263891122558,12-05-2023,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,Cary Zboncak ,Cary.Zboncak@gmail.com ,741-215-8162 ,8236 O'Hara Glens ,Moutsamoudou ,consectetur ut  ,22-06-2023,10
Fantastic Cotton Cheese ,107,48,NearBy Electronics ,3741 Glory Road,Jamestown,"Tennessee, USA ",38556,BF9364716875679263891122558,12-05-2023,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,Cary Zboncak ,Cary.Zboncak@gmail.com ,741-215-8162 ,8236 O'Hara Glens ,Moutsamoudou ,consectetur ut  ,22-06-2023,10
Unbranded Concrete Chair ,47,68,NearBy Electronics ,3741 Glory Road,Jamestown,"Tennessee, USA ",38556,BF9364716875679263891122558,12-05-2023,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,Cary Zboncak ,Cary.Zboncak@gmail.com ,741-215-8162 ,8236 O'Hara Glens ,Moutsamoudou ,consectetur ut  ,22-06-2023,10
Licensed Frozen Chips ,14,34,NearBy Electronics ,3741 Glory Road,Jamestown,"Tennessee, USA ",38556,BF9364716875679263891122558,12-05-2023,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,Cary Zboncak ,Cary.Zboncak@gmail.com ,741-215-8162 ,8236 O'Hara Glens ,Moutsamoudou ,consectetur ut  ,22-06-2023,10
Licensed Plastic Chicken ,99,17,NearBy Electronics ,3741 Glory Road,Jamestown,"Tennessee, USA ",38556,CR60424819916608284676,12-05-2023,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,Candace Gerhold ,Candace3@yahoo.com ,633-008-6596 ,533 Hintz Pine ,Cotton Ground ,  et anim velit ullamco incididunt irure enim laboris  qui cillum non ad  ,27-06-2023,10
Licensed Steel Shoes ,62,82,NearBy Electronics ,3741 Glory Road,Jamestown,"Tennessee, USA ",38556,CR60424819916608284676,12-05-2023,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,Candace Gerhold ,Candace3@yahoo.com ,633-008-6596 ,533 Hintz Pine ,Cotton Ground ,  et anim velit ullamco incididunt irure enim laboris  qui cillum non ad  ,27-06-2023,10
Licensed Granite Towels ,32,85,NearBy Electronics ,3741 Glory Road,Jamestown,"Tennessee, USA ",38556,CR60424819916608284676,12-05-2023,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,Candace Gerhold ,Candace3@yahoo.com ,633-008-6596 ,533 Hintz Pine ,Cotton Ground ,  et anim velit ullamco incididunt irure enim laboris  qui cillum non ad  ,27-06-2023,10
Generic Metal Keyboard ,103,75,NearBy Electronics ,3741 Glory Road,Jamestown,"Tennessee, USA ",38556,CR60424819916608284676,12-05-2023,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,Candace Gerhold ,Candace3@yahoo.com ,633-008-6596 ,533 Hintz Pine ,Cotton Ground ,  et anim velit ullamco incididunt irure enim laboris  qui cillum non ad  ,27-06-2023,10
Intelligent Plastic Keyboard ,50,36,NearBy Electronics ,3741 Glory Road,Jamestown,"Tennessee, USA ",38556,CR60424819916608284676,12-05-2023,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,Candace Gerhold ,Candace3@yahoo.com ,633-008-6596 ,533 Hintz Pine ,Cotton Ground ,  et anim velit ullamco incididunt irure enim laboris  qui cillum non ad  ,27-06-2023,10
Practical Frozen Chips ,66,82,NearBy Electronics ,3741 Glory Road,Jamestown,"Tennessee, USA ",38556,AZ59DLHYBEO1IT3MJ72LGOL4JL1G Issue date 12-05-2023 ,12-05-2023,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,Jill Schowalter ,Jill.Schowalter@gmail.com ,222-254-5978 ,68910 Ahmad Centers ,Vilaplana ,quis officia adipisicing aute ut reprehenderit cillum est laboris nisi velit est minim commodo pariatur esse deserunt est nostrud qui ,12-06-2023,10
Ergonomic Wooden Shirt ,39,41,NearBy Electronics ,3741 Glory Road,Jamestown,"Tennessee, USA ",38556,AZ59DLHYBEO1IT3MJ72LGOL4JL1G Issue date 12-05-2023 ,12-05-2023,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,Jill Schowalter ,Jill.Schowalter@gmail.com ,222-254-5978 ,68910 Ahmad Centers ,Vilaplana ,quis officia adipisicing aute ut reprehenderit cillum est laboris nisi velit est minim commodo pariatur esse deserunt est nostrud qui ,12-06-2023,10
Intelligent Fresh Pizza ,71,75,NearBy Electronics ,3741 Glory Road,Jamestown,"Tennessee, USA ",38556,AZ59DLHYBEO1IT3MJ72LGOL4JL1G Issue date 12-05-2023 ,12-05-2023,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,Jill Schowalter ,Jill.Schowalter@gmail.com ,222-254-5978 ,68910 Ahmad Centers ,Vilaplana ,quis officia adipisicing aute ut reprehenderit cillum est laboris nisi velit est minim commodo pariatur esse deserunt est nostrud qui ,12-06-2023,10
Unbranded Granite Cheese ,104,82,NearBy Electronics ,3741 Glory Road,Jamestown,"Tennessee, USA ",38556,AZ59DLHYBEO1IT3MJ72LGOL4JL1G Issue date 12-05-2023 ,12-05-2023,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,Jill Schowalter ,Jill.Schowalter@gmail.com ,222-254-5978 ,68910 Ahmad Centers ,Vilaplana ,quis officia adipisicing aute ut reprehenderit cillum est laboris nisi velit est minim commodo pariatur esse deserunt est nostrud qui ,12-06-2023,10
Rustic Rubber Fish ,66,89,NearBy Electronics ,3741 Glory Road,Jamestown,"Tennessee, USA ",38556,AZ59DLHYBEO1IT3MJ72LGOL4JL1G Issue date 12-05-2023 ,12-05-2023,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,Jill Schowalter ,Jill.Schowalter@gmail.com ,222-254-5978 ,68910 Ahmad Centers ,Vilaplana ,quis officia adipisicing aute ut reprehenderit cillum est laboris nisi velit est minim commodo pariatur esse deserunt est nostrud qui ,12-06-2023,10
Tasty Frozen Bike ,33,29,NearBy Electronics ,3741 Glory Road,Jamestown,"Tennessee, USA ",38556,AZ59DLHYBEO1IT3MJ72LGOL4JL1G Issue date 12-05-2023 ,12-05-2023,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,Jill Schowalter ,Jill.Schowalter@gmail.com ,222-254-5978 ,68910 Ahmad Centers ,Vilaplana ,quis officia adipisicing aute ut reprehenderit cillum est laboris nisi velit est minim commodo pariatur esse deserunt est nostrud qui ,12-06-2023,10
Refined Plastic Bike ,58,63,NearBy Electronics ,3741 Glory Road,Jamestown,"Tennessee, USA ",38556,AZ59DLHYBEO1IT3MJ72LGOL4JL1G Issue date 12-05-2023 ,12-05-2023,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,Jill Schowalter ,Jill.Schowalter@gmail.com ,222-254-5978 ,68910 Ahmad Centers ,Vilaplana ,quis officia adipisicing aute ut reprehenderit cillum est laboris nisi velit est minim commodo pariatur esse deserunt est nostrud qui ,12-06-2023,10
Fantastic Cotton Pants ,29,35,NearBy Electronics ,3741 Glory Road,Jamestown,"Tennessee, USA ",38556,UA037218533278852191454331781,12-05-2023,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,Cary Zboncak ,Cary.Zboncak@gmail.com ,741-215-8162 ,8236 O'Hara Glens ,Moutsamoudou ,tempor et cupidatat minim cupidatat officia dolore cillum  ,12-06-2023,10
Fantastic Steel Sausages ,126,86,NearBy Electronics ,3741 Glory Road,Jamestown,"Tennessee, USA ",38556,UA037218533278852191454331781,12-05-2023,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,Cary Zboncak ,Cary.Zboncak@gmail.com ,741-215-8162 ,8236 O'Hara Glens ,Moutsamoudou ,tempor et cupidatat minim cupidatat officia dolore cillum  ,12-06-2023,10
Fantastic Fresh Fish ,53,65,NearBy Electronics ,3741 Glory Road,Jamestown,"Tennessee, USA ",38556,UA037218533278852191454331781,12-05-2023,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,Cary Zboncak ,Cary.Zboncak@gmail.com ,741-215-8162 ,8236 O'Hara Glens ,Moutsamoudou ,tempor et cupidatat minim cupidatat officia dolore cillum  ,12-06-2023,10
Intelligent Soft Fish ,121,95,NearBy Electronics ,3741 Glory Road,Jamestown,"Tennessee, USA ",38556,UA037218533278852191454331781,12-05-2023,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,Cary Zboncak ,Cary.Zboncak@gmail.com ,741-215-8162 ,8236 O'Hara Glens ,Moutsamoudou ,tempor et cupidatat minim cupidatat officia dolore cillum  ,12-06-2023,10
Incredible Steel Computer ,115,29,NearBy Electronics ,3741 Glory Road,Jamestown,"Tennessee, USA ",38556,UA037218533278852191454331781,12-05-2023,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,Cary Zboncak ,Cary.Zboncak@gmail.com ,741-215-8162 ,8236 O'Hara Glens ,Moutsamoudou ,tempor et cupidatat minim cupidatat officia dolore cillum  ,12-06-2023,10
Rustic Rubber Soap ,124,100,NearBy Electronics ,3741 Glory Road,Jamestown,"Tennessee, USA ",38556,UA037218533278852191454331781,12-05-2023,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,Cary Zboncak ,Cary.Zboncak@gmail.com ,741-215-8162 ,8236 O'Hara Glens ,Moutsamoudou ,tempor et cupidatat minim cupidatat officia dolore cillum  ,12-06-2023,10
Generic Concrete Sausages ,105,86,NearBy Electronics ,3741 Glory Road,Jamestown,"Tennessee, USA ",38556,SA9471DQ240HGM77EBE28NYK,12-05-2023,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,Richard Rodriguez ,Richard_Rodriguez@hotmail.com ,402-261-8314 ,355 Muller Field ,Saint George ,,16-06-2023,10
Handcrafted Wooden Mouse ,69,33,NearBy Electronics ,3741 Glory Road,Jamestown,"Tennessee, USA ",38556,SA9471DQ240HGM77EBE28NYK,12-05-2023,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,Richard Rodriguez ,Richard_Rodriguez@hotmail.com ,402-261-8314 ,355 Muller Field ,Saint George ,,16-06-2023,10
Practical Frozen Soap ,103,90,NearBy Electronics ,3741 Glory Road,Jamestown,"Tennessee, USA ",38556,SA9471DQ240HGM77EBE28NYK,12-05-2023,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,Richard Rodriguez ,Richard_Rodriguez@hotmail.com ,402-261-8314 ,355 Muller Field ,Saint George ,,16-06-2023,10
Refined Plastic Mouse ,43,17,NearBy Electronics ,3741 Glory Road,Jamestown,"Tennessee, USA ",38556,SA9471DQ240HGM77EBE28NYK,12-05-2023,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,Richard Rodriguez ,Richard_Rodriguez@hotmail.com ,402-261-8314 ,355 Muller Field ,Saint George ,,16-06-2023,10
Rustic Fresh Bike ,102,18,NearBy Electronics ,3741 Glory Road,Jamestown,"Tennessee, USA ",38556,IS808984758113858243536251,12-05-2023,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,Willis Koelpin ,Willis_Koelpin4@yahoo.com ,783-402-5895 ,353 Cara Shoals ,Suchitlán ,  velit laboris amet non sit cupidatat laborum laboris ut enim ad incididunt laboris  ,11-07-2023,10
Rustic Fresh Chair ,52,37,NearBy Electronics ,3741 Glory Road,Jamestown,"Tennessee, USA ",38556,IS808984758113858243536251,12-05-2023,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,Willis Koelpin ,Willis_Koelpin4@yahoo.com ,783-402-5895 ,353 Cara Shoals ,Suchitlán ,  velit laboris amet non sit cupidatat laborum laboris ut enim ad incididunt laboris  ,11-07-2023,10
Gorgeous Rubber Bacon ,21,45,NearBy Electronics ,3741 Glory Road,Jamestown,"Tennessee, USA ",38556,IS808984758113858243536251,12-05-2023,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,Willis Koelpin ,Willis_Koelpin4@yahoo.com ,783-402-5895 ,353 Cara Shoals ,Suchitlán ,  velit laboris amet non sit cupidatat laborum laboris ut enim ad incididunt laboris  ,11-07-2023,10
Unbranded Plastic Shoes ,14,17,NearBy Electronics ,3741 Glory Road,Jamestown,"Tennessee, USA ",38556,IS808984758113858243536251,12-05-2023,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,Willis Koelpin ,Willis_Koelpin4@yahoo.com ,783-402-5895 ,353 Cara Shoals ,Suchitlán ,  velit laboris amet non sit cupidatat laborum laboris ut enim ad incididunt laboris  ,11-07-2023,10
Ergonomic Concrete Pizza ,81,13,NearBy Electronics ,3741 Glory Road,Jamestown,"Tennessee, USA ",38556,IS808984758113858243536251,12-05-2023,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,Willis Koelpin ,Willis_Koelpin4@yahoo.com ,783-402-5895 ,353 Cara Shoals ,Suchitlán ,  velit laboris amet non sit cupidatat laborum laboris ut enim ad incididunt laboris  ,11-07-2023,10
Sleek Granite Hat ,27,21,NearBy Electronics ,3741 Glory Road,Jamestown,"Tennessee, USA ",38556,IS808984758113858243536251,12-05-2023,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,Willis Koelpin ,Willis_Koelpin4@yahoo.com ,783-402-5895 ,353 Cara Shoals ,Suchitlán ,  velit laboris amet non sit cupidatat laborum laboris ut enim ad incididunt laboris  ,11-07-2023,10
Sleek Cotton Bike ,26,57,NearBy Electronics ,3741 Glory Road,Jamestown,"Tennessee, USA ",38556,IS808984758113858243536251,12-05-2023,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,Willis Koelpin ,Willis_Koelpin4@yahoo.com ,783-402-5895 ,353 Cara Shoals ,Suchitlán ,  velit laboris amet non sit cupidatat laborum laboris ut enim ad incididunt laboris  ,11-07-2023,10
Intelligent Steel Bike ,73,14,NearBy Electronics ,3741 Glory Road,Jamestown,"Tennessee, USA ",38556,IS808984758113858243536251,12-05-2023,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,Willis Koelpin ,Willis_Koelpin4@yahoo.com ,783-402-5895 ,353 Cara Shoals ,Suchitlán ,  velit laboris amet non sit cupidatat laborum laboris ut enim ad incididunt laboris  ,11-07-2023,10
Unbranded Steel Pants ,81,22,NearBy Electronics ,3741 Glory Road,Jamestown,"Tennessee, USA ",38556,ME98088238807100643329,12-05-2023,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,Jill Schowalter ,Jill.Schowalter@gmail.com ,222-254-5978 ,68910 Ahmad Centers ,Vilaplana ,voluptate ullamco aliquip eu  ,30-06-2023,10
Handcrafted Concrete Chicken ,126,32,NearBy Electronics ,3741 Glory Road,Jamestown,"Tennessee, USA ",38556,ME98088238807100643329,12-05-2023,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,Jill Schowalter ,Jill.Schowalter@gmail.com ,222-254-5978 ,68910 Ahmad Centers ,Vilaplana ,voluptate ullamco aliquip eu  ,30-06-2023,10
Practical Cotton Shoes ,110,55,NearBy Electronics ,3741 Glory Road,Jamestown,"Tennessee, USA ",38556,ME98088238807100643329,12-05-2023,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,Jill Schowalter ,Jill.Schowalter@gmail.com ,222-254-5978 ,68910 Ahmad Centers ,Vilaplana ,voluptate ullamco aliquip eu  ,30-06-2023,10
Tasty Frozen Cheese ,5,29,NearBy Electronics ,3741 Glory Road,Jamestown,"Tennessee, USA ",38556,ME98088238807100643329,12-05-2023,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,Jill Schowalter ,Jill.Schowalter@gmail.com ,222-254-5978 ,68910 Ahmad Centers ,Vilaplana ,voluptate ullamco aliquip eu  ,30-06-2023,10
Incredible Rubber Shoes ,18,38,NearBy Electronics ,3741 Glory Road,Jamestown,"Tennessee, USA ",38556,ME98088238807100643329,12-05-2023,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,Jill Schowalter ,Jill.Schowalter@gmail.com ,222-254-5978 ,68910 Ahmad Centers ,Vilaplana ,voluptate ullamco aliquip eu  ,30-06-2023,10
Practical Rubber Gloves ,101,57,NearBy Electronics ,3741 Glory Road,Jamestown,"Tennessee, USA ",38556,ME98088238807100643329,12-05-2023,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,Jill Schowalter ,Jill.Schowalter@gmail.com ,222-254-5978 ,68910 Ahmad Centers ,Vilaplana ,voluptate ullamco aliquip eu  ,30-06-2023,10
Generic Soft Tuna ,104,47,NearBy Electronics ,3741 Glory Road,Jamestown,"Tennessee, USA ",38556,ME98088238807100643329,12-05-2023,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,Jill Schowalter ,Jill.Schowalter@gmail.com ,222-254-5978 ,68910 Ahmad Centers ,Vilaplana ,voluptate ullamco aliquip eu  ,30-06-2023,10
Incredible Frozen Table ,43,88,NearBy Electronics ,3741 Glory Road,Jamestown,"Tennessee, USA ",38556,ME98088238807100643329,12-05-2023,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,Jill Schowalter ,Jill.Schowalter@gmail.com ,222-254-5978 ,68910 Ahmad Centers ,Vilaplana ,voluptate ullamco aliquip eu  ,30-06-2023,10
Practical Granite Shirt ,116,74,NearBy Electronics ,3741 Glory Road,Jamestown,"Tennessee, USA ",38556,ME98088238807100643329,12-05-2023,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,Jill Schowalter ,Jill.Schowalter@gmail.com ,222-254-5978 ,68910 Ahmad Centers ,Vilaplana ,voluptate ullamco aliquip eu  ,30-06-2023,10
Small Plastic Salad ,76,77,NearBy Electronics ,3741 Glory Road,Jamestown,"Tennessee, USA ",38556,TN6275297B465GI231VBGECC,12-05-2023,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,Willis Koelpin ,Willis_Koelpin4@yahoo.com ,783-402-5895 ,353 Cara Shoals ,Suchitlán ,id eu Lorem  anim amet  ,08-07-2023,10
Awesome Plastic Towels ,97,71,NearBy Electronics ,3741 Glory Road,Jamestown,"Tennessee, USA ",38556,TN6275297B465GI231VBGECC,12-05-2023,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,Willis Koelpin ,Willis_Koelpin4@yahoo.com ,783-402-5895 ,353 Cara Shoals ,Suchitlán ,id eu Lorem  anim amet  ,08-07-2023,10
Small Wooden Gloves ,109,58,NearBy Electronics ,3741 Glory Road,Jamestown,"Tennessee, USA ",38556,TN6275297B465GI231VBGECC,12-05-2023,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,Willis Koelpin ,Willis_Koelpin4@yahoo.com ,783-402-5895 ,353 Cara Shoals ,Suchitlán ,id eu Lorem  anim amet  ,08-07-2023,10
Sleek Fresh Ball ,74,50,NearBy Electronics ,3741 Glory Road,Jamestown,"Tennessee, USA ",38556,TN6275297B465GI231VBGECC,12-05-2023,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,Willis Koelpin ,Willis_Koelpin4@yahoo.com ,783-402-5895 ,353 Cara Shoals ,Suchitlán ,id eu Lorem  anim amet  ,08-07-2023,10
Licensed Cotton Hat ,90,14,NearBy Electronics ,3741 Glory Road,Jamestown,"Tennessee, USA ",38556,TN6275297B465GI231VBGECC,12-05-2023,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,Willis Koelpin ,Willis_Koelpin4@yahoo.com ,783-402-5895 ,353 Cara Shoals ,Suchitlán ,id eu Lorem  anim amet  ,08-07-2023,10
